"concept_id","concept_name","domain_id","vocabulary_id","concept_class_id","standard_concept","concept_code","valid_start_date","valid_end_date","invalid_reason"
3196084,Applicator - unit of product usage,Unit,Nebraska Lexicon,Qualifier Value,,"1641000175108",2015-01-31,2099-12-31,
3191295,Applicatorful - unit of product usage,Unit,Nebraska Lexicon,Qualifier Value,,"1651000175105",2015-01-31,2099-12-31,
3195435,Squirt - unit of product usage,Unit,Nebraska Lexicon,Qualifier Value,,"1661000175107",2015-01-31,2099-12-31,
3195438,Strip - unit of product usage,Unit,Nebraska Lexicon,Qualifier Value,,"1671000175104",2015-01-31,2099-12-31,
3198597,Package - unit of product usage,Unit,Nebraska Lexicon,Qualifier Value,,"1681000175101",2015-01-31,2099-12-31,
3194353,Stick - unit of product usage,Unit,Nebraska Lexicon,Qualifier Value,,"1691000175103",2015-01-31,2099-12-31,
3194691,Wafer - unit of product usage,Unit,Nebraska Lexicon,Qualifier Value,,"1701000175103",2015-01-31,2099-12-31,
3197429,Milligray,Unit,Nebraska Lexicon,Qualifier Value,,"1711000175100",2015-01-31,2099-12-31,
3197291,Milligram of phenytoin sodium equivalents,Unit,Nebraska Lexicon,Qualifier Value,,"1941000175103",2015-01-31,2099-12-31,
3192423,Logarithmic copies per millilitre,Unit,Nebraska Lexicon,Qualifier Value,,"1971000175107",2015-01-31,2099-12-31,
3196119,Lymphocytes per microlitre,Unit,Nebraska Lexicon,Qualifier Value,,"1981000175105",2015-07-31,2099-12-31,
3193374,Red blood cells per high power field,Unit,Nebraska Lexicon,Qualifier Value,,"1991000175108",2015-07-31,2099-12-31,
3197714,White blood cells per high power field,Unit,Nebraska Lexicon,Qualifier Value,,"2001000175105",2015-07-31,2099-12-31,
3197562,Thousand unit,Unit,Nebraska Lexicon,Qualifier Value,,"2011000175108",2015-07-31,2099-12-31,
3198627,weeks/month,Unit,Nebraska Lexicon,Qualifier Value,,"224915000",2002-01-31,2099-12-31,
3191586,weeks/year,Unit,Nebraska Lexicon,Qualifier Value,,"224916004",2002-01-31,2099-12-31,
3195727,pounds (sterling) per annum,Unit,Nebraska Lexicon,Qualifier Value,,"224917008",2002-01-31,2099-12-31,
3192667,pounds (sterling) per day,Unit,Nebraska Lexicon,Qualifier Value,,"224918003",2002-01-31,2099-12-31,
3191792,pounds (sterling) per hour,Unit,Nebraska Lexicon,Qualifier Value,,"224919006",2002-01-31,2099-12-31,
3193656,pounds (sterling) per month,Unit,Nebraska Lexicon,Qualifier Value,,"224920000",2002-01-31,2099-12-31,
3184860,pounds (sterling) per week,Unit,Nebraska Lexicon,Qualifier Value,,"224921001",2002-01-31,2099-12-31,
3191710,Unit of dietetics and nutrition,Unit,Nebraska Lexicon,Qualifier Value,,"228870009",2002-01-31,2099-12-31,
3191720,Unit of dietary equivalents,Unit,Nebraska Lexicon,Qualifier Value,,"228871008",2002-01-31,2099-12-31,
3191014,Milliequivalents/kilogram body weight,Unit,Nebraska Lexicon,Qualifier Value,,"228872001",2002-01-31,2099-12-31,
3198423,mg alpha-tocopherol equivalents/kg body weight,Unit,Nebraska Lexicon,Qualifier Value,,"228873006",2002-01-31,2099-12-31,
3198386,mg alpha-tocopherol equivalents/day,Unit,Nebraska Lexicon,Qualifier Value,,"228874000",2002-01-31,2099-12-31,
3191046,nicotinic acid equivalents/day,Unit,Nebraska Lexicon,Qualifier Value,,"228875004",2002-01-31,2099-12-31,
3197020,nicotinic acid equivalents/kg body weight,Unit,Nebraska Lexicon,Qualifier Value,,"228876003",2002-01-31,2099-12-31,
3194550,Retinol equivalents,Unit,Nebraska Lexicon,Qualifier Value,,"228877007",2002-01-31,2099-12-31,
3192748,Micrograms retinol equivalents/day,Unit,Nebraska Lexicon,Qualifier Value,,"228878002",2002-01-31,2099-12-31,
3191535,Micrograms retinol equivalents/kilogram body weight,Unit,Nebraska Lexicon,Qualifier Value,,"228879005",2002-01-31,2099-12-31,
3194380,Unit of dietary exchange,Unit,Nebraska Lexicon,Qualifier Value,,"228880008",2002-01-31,2099-12-31,
3198864,Unit of dietary protein exchange,Unit,Nebraska Lexicon,Qualifier Value,,"228881007",2002-01-31,2099-12-31,
3188541,"2g protein exchanges/day",Unit,Nebraska Lexicon,Qualifier Value,,"228882000",2002-01-31,2099-12-31,
3197423,"6g protein exchanges/day",Unit,Nebraska Lexicon,Qualifier Value,,"228883005",2002-01-31,2099-12-31,
3193376,"7g protein exchanges/day",Unit,Nebraska Lexicon,Qualifier Value,,"228884004",2002-01-31,2099-12-31,
3192096,"2g protein exchanges/kg body weight",Unit,Nebraska Lexicon,Qualifier Value,,"228885003",2002-01-31,2099-12-31,
3198409,"6g protein exchanges/kg body weight",Unit,Nebraska Lexicon,Qualifier Value,,"228886002",2002-01-31,2099-12-31,
3198359,"7g protein exchanges/kg body weight",Unit,Nebraska Lexicon,Qualifier Value,,"228887006",2002-01-31,2099-12-31,
3198474,"2g protein exchanges/meal",Unit,Nebraska Lexicon,Qualifier Value,,"228888001",2002-01-31,2099-12-31,
3197067,"6g protein exchanges/meal",Unit,Nebraska Lexicon,Qualifier Value,,"228889009",2002-01-31,2099-12-31,
3194388,"7g protein exchanges/meal",Unit,Nebraska Lexicon,Qualifier Value,,"228890000",2002-01-31,2099-12-31,
3193553,Unit of dietary carbohydrate exchange,Unit,Nebraska Lexicon,Qualifier Value,,"228891001",2002-01-31,2099-12-31,
3198701,"10g carbohydrate exchanges/day",Unit,Nebraska Lexicon,Qualifier Value,,"228892008",2002-01-31,2099-12-31,
3198848,"10g carbohydrate exchanges/in-between meal snack",Unit,Nebraska Lexicon,Qualifier Value,,"228893003",2002-01-31,2099-12-31,
3197692,"10g carbohydrate exchanges/kg body weight",Unit,Nebraska Lexicon,Qualifier Value,,"228894009",2002-01-31,2099-12-31,
3193938,"10g carbohydrate exchanges/meal",Unit,Nebraska Lexicon,Qualifier Value,,"228895005",2002-01-31,2099-12-31,
3195003,Unit of dietary potassium exchange,Unit,Nebraska Lexicon,Qualifier Value,,"228896006",2002-01-31,2099-12-31,
3196007,"4 millimole potassium exchanges/day",Unit,Nebraska Lexicon,Qualifier Value,,"228897002",2002-01-31,2099-12-31,
3191283,"4 millimole potassium exchanges/kg body weight",Unit,Nebraska Lexicon,Qualifier Value,,"228898007",2002-01-31,2099-12-31,
3191490,"4 millimole potassium exchanges/meal",Unit,Nebraska Lexicon,Qualifier Value,,"228899004",2002-01-31,2099-12-31,
3191287,Unit of dietary energy measurement,Unit,Nebraska Lexicon,Qualifier Value,,"228900009",2002-01-31,2099-12-31,
3193524,joule/milliliter,Unit,Nebraska Lexicon,Qualifier Value,,"228901008",2002-01-31,2099-12-31,
3196430,Kilocalorie/milliliter,Unit,Nebraska Lexicon,Qualifier Value,,"228902001",2002-01-31,2099-12-31,
3191216,Megajoule/hour,Unit,Nebraska Lexicon,Qualifier Value,,"228903006",2002-01-31,2099-12-31,
3193925,Kilocalorie/24 hours,Unit,Nebraska Lexicon,Qualifier Value,,"228904000",2002-01-31,2099-12-31,
3198586,Megajoule/24 hours,Unit,Nebraska Lexicon,Qualifier Value,,"228905004",2002-01-31,2099-12-31,
3193612,megajoule/day,Unit,Nebraska Lexicon,Qualifier Value,,"228906003",2002-01-31,2099-12-31,
3194861,Kilocalorie/feed,Unit,Nebraska Lexicon,Qualifier Value,,"228907007",2002-01-31,2099-12-31,
3198450,Megajoule/feed,Unit,Nebraska Lexicon,Qualifier Value,,"228908002",2002-01-31,2099-12-31,
3197224,Joule/feed,Unit,Nebraska Lexicon,Qualifier Value,,"228909005",2002-01-31,2099-12-31,
3197775,Kilocalorie/kilogram body weight,Unit,Nebraska Lexicon,Qualifier Value,,"228910000",2002-01-31,2099-12-31,
3195570,Megajoule/kilogram body weight,Unit,Nebraska Lexicon,Qualifier Value,,"228911001",2002-01-31,2099-12-31,
3191108,Joule/kilogram body weight,Unit,Nebraska Lexicon,Qualifier Value,,"228912008",2002-01-31,2099-12-31,
3197469,international units per feed,Unit,Nebraska Lexicon,Qualifier Value,,"228913003",2002-01-31,2099-12-31,
3195013,international unit/24 hours,Unit,Nebraska Lexicon,Qualifier Value,,"228914009",2002-01-31,2099-12-31,
3191915,Unit of dietary mass measurement,Unit,Nebraska Lexicon,Qualifier Value,,"228915005",2002-01-31,2099-12-31,
3193664,Gram/feed,Unit,Nebraska Lexicon,Qualifier Value,,"228916006",2002-01-31,2099-12-31,
3197345,Milligram/feed,Unit,Nebraska Lexicon,Qualifier Value,,"228917002",2002-01-31,2099-12-31,
3193882,Microgram/feed,Unit,Nebraska Lexicon,Qualifier Value,,"228918007",2002-01-31,2099-12-31,
3197305,Gram/kilogram body weight,Unit,Nebraska Lexicon,Qualifier Value,,"228919004",2002-01-31,2099-12-31,
3195479,Milligram/kilogram body weight,Unit,Nebraska Lexicon,Qualifier Value,,"228920005",2002-01-31,2099-12-31,
3197602,microgram/kg body weight,Unit,Nebraska Lexicon,Qualifier Value,,"228921009",2002-01-31,2099-12-31,
3192043,Gram/meal,Unit,Nebraska Lexicon,Qualifier Value,,"228922002",2002-01-31,2099-12-31,
3195071,Milligram/meal,Unit,Nebraska Lexicon,Qualifier Value,,"228923007",2002-01-31,2099-12-31,
3196332,Microgram/meal,Unit,Nebraska Lexicon,Qualifier Value,,"228924001",2002-01-31,2099-12-31,
3197422,Unit of dietary volume measurement,Unit,Nebraska Lexicon,Qualifier Value,,"228925000",2002-01-31,2099-12-31,
3196768,liters per feed,Unit,Nebraska Lexicon,Qualifier Value,,"228926004",2002-01-31,2099-12-31,
3195849,milliliters per feed,Unit,Nebraska Lexicon,Qualifier Value,,"228927008",2002-01-31,2099-12-31,
3198569,liters per meal,Unit,Nebraska Lexicon,Qualifier Value,,"228928003",2002-01-31,2099-12-31,
3192473,milliliter/meal,Unit,Nebraska Lexicon,Qualifier Value,,"228929006",2002-01-31,2099-12-31,
3193875,liters per kg body weight,Unit,Nebraska Lexicon,Qualifier Value,,"228930001",2002-01-31,2099-12-31,
3196775,milliliter/kilogram body weight,Unit,Nebraska Lexicon,Qualifier Value,,"228931002",2002-01-31,2099-12-31,
3197788,Ounce/24 hours,Unit,Nebraska Lexicon,Qualifier Value,,"228932009",2002-01-31,2099-12-31,
3197179,Ounce/day,Unit,Nebraska Lexicon,Qualifier Value,,"228933004",2002-01-31,2099-12-31,
3171214,Ounce/feed,Unit,Nebraska Lexicon,Qualifier Value,,"228934005",2002-01-31,2099-12-31,
3198822,Ounce/meal,Unit,Nebraska Lexicon,Qualifier Value,,"228935006",2002-01-31,2099-12-31,
3199095,pints/day,Unit,Nebraska Lexicon,Qualifier Value,,"228936007",2002-01-31,2099-12-31,
3196584,Fluid ounce/day,Unit,Nebraska Lexicon,Qualifier Value,,"228937003",2002-01-31,2099-12-31,
3191687,Pints/24 hours,Unit,Nebraska Lexicon,Qualifier Value,,"228938008",2002-01-31,2099-12-31,
3198989,Fluid ounce/24 hours,Unit,Nebraska Lexicon,Qualifier Value,,"228939000",2002-01-31,2099-12-31,
3191634,pints/feed,Unit,Nebraska Lexicon,Qualifier Value,,"228940003",2002-01-31,2099-12-31,
3192663,Fluid ounce/feed,Unit,Nebraska Lexicon,Qualifier Value,,"228941004",2002-01-31,2099-12-31,
3193732,pints/meal,Unit,Nebraska Lexicon,Qualifier Value,,"228942006",2002-01-31,2099-12-31,
3192049,Fluid ounces per meal,Unit,Nebraska Lexicon,Qualifier Value,,"228943001",2002-01-31,2099-12-31,
3191529,bottles/24h,Unit,Nebraska Lexicon,Qualifier Value,,"228944007",2002-01-31,2099-12-31,
3195874,bottles/day,Unit,Nebraska Lexicon,Qualifier Value,,"228945008",2002-01-31,2099-12-31,
3196065,bottles/feed,Unit,Nebraska Lexicon,Qualifier Value,,"228946009",2002-01-31,2099-12-31,
3194598,bottles/meal,Unit,Nebraska Lexicon,Qualifier Value,,"228947000",2002-01-31,2099-12-31,
3173426,cups/day,Unit,Nebraska Lexicon,Qualifier Value,,"228948005",2002-01-31,2099-12-31,
3193079,glasses/day,Unit,Nebraska Lexicon,Qualifier Value,,"228949002",2002-01-31,2099-12-31,
3198744,mugs/day,Unit,Nebraska Lexicon,Qualifier Value,,"228950002",2002-01-31,2099-12-31,
3193707,tablespoons/day,Unit,Nebraska Lexicon,Qualifier Value,,"228951003",2002-01-31,2099-12-31,
3192484,teaspoons/day,Unit,Nebraska Lexicon,Qualifier Value,,"228952005",2002-01-31,2099-12-31,
3194755,tablespoons/meal,Unit,Nebraska Lexicon,Qualifier Value,,"228953000",2002-01-31,2099-12-31,
3194324,teaspoons/meal,Unit,Nebraska Lexicon,Qualifier Value,,"228954006",2002-01-31,2099-12-31,
3196112,Non-standard dietary quantity,Unit,Nebraska Lexicon,Qualifier Value,,"228955007",2002-01-31,2099-12-31,
3180758,Alcohol units,Unit,Nebraska Lexicon,Qualifier Value,,"228956008",2002-01-31,2099-12-31,
3193262,alcohol units/day,Unit,Nebraska Lexicon,Qualifier Value,,"228957004",2002-01-31,2099-12-31,
3193129,alcohol units/week,Unit,Nebraska Lexicon,Qualifier Value,,"228958009",2002-01-31,2099-12-31,
3195922,Non-standard dietary quantity per unit time,Unit,Nebraska Lexicon,Qualifier Value,,"228959001",2002-01-31,2099-12-31,
3191476,large slices/day,Unit,Nebraska Lexicon,Qualifier Value,,"228960006",2002-01-31,2099-12-31,
3198261,Small slices/day,Unit,Nebraska Lexicon,Qualifier Value,,"228961005",2002-01-31,2099-12-31,
3178046,packets/24h,Unit,Nebraska Lexicon,Qualifier Value,,"228962003",2002-01-31,2099-12-31,
3195452,packets/day,Unit,Nebraska Lexicon,Qualifier Value,,"228963008",2002-01-31,2099-12-31,
3197470,portions/day,Unit,Nebraska Lexicon,Qualifier Value,,"228965001",2002-01-31,2099-12-31,
3198490,scoops/24h,Unit,Nebraska Lexicon,Qualifier Value,,"228966000",2002-01-31,2099-12-31,
3054254,scoops/day,Unit,Nebraska Lexicon,Qualifier Value,,"228967009",2002-01-31,2099-12-31,
3195367,large pots/day,Unit,Nebraska Lexicon,Qualifier Value,,"228968004",2002-01-31,2099-12-31,
3197217,Small pots/day,Unit,Nebraska Lexicon,Qualifier Value,,"228969007",2002-01-31,2099-12-31,
3194647,Millimole/kilogram body weight,Unit,Nebraska Lexicon,Qualifier Value,,"228970008",2002-01-31,2099-12-31,
3192243,Micromole/kilogram body weight,Unit,Nebraska Lexicon,Qualifier Value,,"228971007",2002-01-31,2099-12-31,
3197041,Unit/week,Unit,Nebraska Lexicon,Qualifier Value,,"228972000",2002-01-31,2099-12-31,
3193879,Non-standard dietary quantity per meal,Unit,Nebraska Lexicon,Qualifier Value,,"228973005",2002-01-31,2099-12-31,
3197709,packets/feed,Unit,Nebraska Lexicon,Qualifier Value,,"228974004",2002-01-31,2099-12-31,
3198676,packets/meal,Unit,Nebraska Lexicon,Qualifier Value,,"228975003",2002-01-31,2099-12-31,
3194881,scoops/feed,Unit,Nebraska Lexicon,Qualifier Value,,"228976002",2002-01-31,2099-12-31,
3195722,scoops/meal,Unit,Nebraska Lexicon,Qualifier Value,,"228977006",2002-01-31,2099-12-31,
3195076,large slices/meal,Unit,Nebraska Lexicon,Qualifier Value,,"228978001",2002-01-31,2099-12-31,
3192289,Small slices/meal,Unit,Nebraska Lexicon,Qualifier Value,,"228979009",2002-01-31,2099-12-31,
3198311,Unit of radiotherapy,Unit,Nebraska Lexicon,Qualifier Value,,"229028007",2002-01-31,2099-12-31,
3193189,gray,Unit,Nebraska Lexicon,Qualifier Value,,"229029004",2002-01-31,2099-12-31,
3190879,gray/hour,Unit,Nebraska Lexicon,Qualifier Value,,"229030009",2002-01-31,2099-12-31,
3196460,gray/minute,Unit,Nebraska Lexicon,Qualifier Value,,"229031008",2002-01-31,2099-12-31,
3198778,megabecquerel,Unit,Nebraska Lexicon,Qualifier Value,,"229034000",2002-01-31,2099-12-31,
3191603,mega electronvolt,Unit,Nebraska Lexicon,Qualifier Value,,"229036003",2002-01-31,2099-12-31,
3192152,Microgray,Unit,Nebraska Lexicon,Qualifier Value,,"229037007",2002-01-31,2099-12-31,
3191736,roentgen/hour,Unit,Nebraska Lexicon,Qualifier Value,,"229038002",2002-01-31,2099-12-31,
3191882,roentgen/minute,Unit,Nebraska Lexicon,Qualifier Value,,"229039005",2002-01-31,2099-12-31,
3198885,rad,Unit,Nebraska Lexicon,Qualifier Value,,"229040007",2002-01-31,2099-12-31,
3195456,rad/minute,Unit,Nebraska Lexicon,Qualifier Value,,"229041006",2002-01-31,2099-12-31,
3193447,ret,Unit,Nebraska Lexicon,Qualifier Value,,"229042004",2002-01-31,2099-12-31,
3195899,Centigray,Unit,Nebraska Lexicon,Qualifier Value,,"229043009",2002-01-31,2099-12-31,
3199124,Centigray/hour,Unit,Nebraska Lexicon,Qualifier Value,,"229044003",2002-01-31,2099-12-31,
3192741,Centigray/minute,Unit,Nebraska Lexicon,Qualifier Value,,"229045002",2002-01-31,2099-12-31,
3192419,Milligram radium equivalent,Unit,Nebraska Lexicon,Qualifier Value,,"229047005",2002-01-31,2099-12-31,
3192653,Microgray/hour,Unit,Nebraska Lexicon,Qualifier Value,,"229048000",2002-01-31,2099-12-31,
3197268,Microgray/minute,Unit,Nebraska Lexicon,Qualifier Value,,"229049008",2002-01-31,2099-12-31,
3195755,Millimetres of aluminium,Unit,Nebraska Lexicon,Qualifier Value,,"229050008",2002-01-31,2099-12-31,
3194270,Millimeters of copper,Unit,Nebraska Lexicon,Qualifier Value,,"229051007",2002-01-31,2099-12-31,
3197352,Millimeters of lead,Unit,Nebraska Lexicon,Qualifier Value,,"229052000",2002-01-31,2099-12-31,
3194053,degrees/second,Unit,Nebraska Lexicon,Qualifier Value,,"229762001",2002-01-31,2099-12-31,
3197504,Gigahertz,Unit,Nebraska Lexicon,Qualifier Value,,"229763006",2002-01-31,2099-12-31,
3194367,Megahertz,Unit,Nebraska Lexicon,Qualifier Value,,"229764000",2002-01-31,2099-12-31,
3191013,watt/centimeter squared,Unit,Nebraska Lexicon,Qualifier Value,,"229768002",2002-01-31,2099-12-31,
3197965,Kilohertz,Unit,Nebraska Lexicon,Qualifier Value,,"229769005",2002-01-31,2099-12-31,
3198100,Milliwatt,Unit,Nebraska Lexicon,Qualifier Value,,"229770006",2002-01-31,2099-12-31,
3054357,pulses/second,Unit,Nebraska Lexicon,Qualifier Value,,"229771005",2002-01-31,2099-12-31,
3191639,times/month,Unit,Nebraska Lexicon,Qualifier Value,,"229782002",2002-01-31,2099-12-31,
3194336,times/year,Unit,Nebraska Lexicon,Qualifier Value,,"229783007",2002-01-31,2099-12-31,
3197446,days/week,Unit,Nebraska Lexicon,Qualifier Value,,"229784001",2002-01-31,2099-12-31,
3197334,days/month,Unit,Nebraska Lexicon,Qualifier Value,,"229785000",2002-01-31,2099-12-31,
3193923,days/year,Unit,Nebraska Lexicon,Qualifier Value,,"229786004",2002-01-31,2099-12-31,
3191546,Minutes/day,Unit,Nebraska Lexicon,Qualifier Value,,"229787008",2002-01-31,2099-12-31,
3191868,hours/day,Unit,Nebraska Lexicon,Qualifier Value,,"229788003",2002-01-31,2099-12-31,
3193731,Minutes/week,Unit,Nebraska Lexicon,Qualifier Value,,"229789006",2002-01-31,2099-12-31,
3197440,hours/week,Unit,Nebraska Lexicon,Qualifier Value,,"229791003",2002-01-31,2099-12-31,
3192598,Ounce/week,Unit,Nebraska Lexicon,Qualifier Value,,"229792005",2002-01-31,2099-12-31,
3197741,Gram/week,Unit,Nebraska Lexicon,Qualifier Value,,"229793000",2002-01-31,2099-12-31,
3196557,Gram/month,Unit,Nebraska Lexicon,Qualifier Value,,"229794006",2002-01-31,2099-12-31,
3196013,bags/week,Unit,Nebraska Lexicon,Qualifier Value,,"229795007",2002-01-31,2099-12-31,
3193545,% proof,Unit,Nebraska Lexicon,Qualifier Value,,"229796008",2002-01-31,2099-12-31,
3194069,international unit/kilogram body weight,Unit,Nebraska Lexicon,Qualifier Value,,"229802005",2002-01-31,2099-12-31,
3196218,Ounce/month,Unit,Nebraska Lexicon,Qualifier Value,,"229805007",2002-01-31,2099-12-31,
3192952,second - unit,Unit,Nebraska Lexicon,Qualifier Value,,"257997001",2002-01-31,2099-12-31,
3198008,Unit of length,Unit,Nebraska Lexicon,Qualifier Value,,"258667005",2002-01-31,2099-12-31,
3191530,International System of Units unit of length,Unit,Nebraska Lexicon,Qualifier Value,,"258668000",2002-01-31,2099-12-31,
3197878,meter,Unit,Nebraska Lexicon,Qualifier Value,,"258669008",2002-01-31,2099-12-31,
3192886,kilometer,Unit,Nebraska Lexicon,Qualifier Value,,"258670009",2002-01-31,2099-12-31,
3198831,decimeter,Unit,Nebraska Lexicon,Qualifier Value,,"258671008",2002-01-31,2099-12-31,
3195806,centimeter,Unit,Nebraska Lexicon,Qualifier Value,,"258672001",2002-01-31,2099-12-31,
3196784,millimeter,Unit,Nebraska Lexicon,Qualifier Value,,"258673006",2002-01-31,2099-12-31,
3193502,micrometer,Unit,Nebraska Lexicon,Qualifier Value,,"258674000",2002-01-31,2099-12-31,
3191486,nanometer,Unit,Nebraska Lexicon,Qualifier Value,,"258675004",2002-01-31,2099-12-31,
3191662,Non-International System of Units unit of length,Unit,Nebraska Lexicon,Qualifier Value,,"258676003",2002-01-31,2099-12-31,
3198229,in - inch,Unit,Nebraska Lexicon,Qualifier Value,,"258677007",2002-01-31,2099-12-31,
3195886,Mile,Unit,Nebraska Lexicon,Qualifier Value,,"258678002",2002-01-31,2099-12-31,
3198626,Yard,Unit,Nebraska Lexicon,Qualifier Value,,"258679005",2002-01-31,2099-12-31,
3196941,Unit of mass,Unit,Nebraska Lexicon,Qualifier Value,,"258680008",2002-01-31,2099-12-31,
3191839,International System of Units unit of mass,Unit,Nebraska Lexicon,Qualifier Value,,"258681007",2002-01-31,2099-12-31,
3196676,gram,Unit,Nebraska Lexicon,Qualifier Value,,"258682000",2002-01-31,2099-12-31,
3197927,kilogram,Unit,Nebraska Lexicon,Qualifier Value,,"258683005",2002-01-31,2099-12-31,
3195322,milligram,Unit,Nebraska Lexicon,Qualifier Value,,"258684004",2002-01-31,2099-12-31,
3197339,microgram,Unit,Nebraska Lexicon,Qualifier Value,,"258685003",2002-01-31,2099-12-31,
3196446,nanogram,Unit,Nebraska Lexicon,Qualifier Value,,"258686002",2002-01-31,2099-12-31,
3191449,picogram,Unit,Nebraska Lexicon,Qualifier Value,,"258687006",2002-01-31,2099-12-31,
3195758,femtogram,Unit,Nebraska Lexicon,Qualifier Value,,"258688001",2002-01-31,2099-12-31,
3194296,Non-International System of Units unit of mass,Unit,Nebraska Lexicon,Qualifier Value,,"258689009",2002-01-31,2099-12-31,
3191647,tons,Unit,Nebraska Lexicon,Qualifier Value,,"258690000",2002-01-31,2099-12-31,
3197304,tonnes,Unit,Nebraska Lexicon,Qualifier Value,,"258691001",2002-01-31,2099-12-31,
3191512,ounce,Unit,Nebraska Lexicon,Qualifier Value,,"258692008",2002-01-31,2099-12-31,
