"concept_id","concept_name","domain_id","vocabulary_id","concept_class_id","standard_concept","concept_code","valid_start_date","valid_end_date","invalid_reason"
42484128,Unspecified viral infection of central nervous system,Condition,KCD7,KCD7 code,,A89,2017-07-01,2099-12-31,
42484129,Other mosquito-borne viral fevers,Condition,KCD7,KCD7 code,,A92,2017-07-01,2099-12-31,
42484130,Chikungunya viral disease,Condition,KCD7,KCD7 code,,A92.0,2017-07-01,2099-12-31,
42484131,O’nyong-nyong fever,Condition,KCD7,KCD7 code,,A92.1,2017-07-01,2099-12-31,
42484132,Venezuelan equine fever,Condition,KCD7,KCD7 code,,A92.2,2017-07-01,2099-12-31,
42484133,West Nile virus infection,Condition,KCD7,KCD7 code,,A92.3,2017-07-01,2099-12-31,
42484134,Rift valley fever,Condition,KCD7,KCD7 code,,A92.4,2017-07-01,2099-12-31,
42484135,Other specified mosquito-borne viral fevers,Condition,KCD7,KCD7 code,,A92.8,2017-07-01,2099-12-31,
42484136,"Mosquito-borne viral fever, unspecified",Condition,KCD7,KCD7 code,,A92.9,2017-07-01,2099-12-31,
42484137,"Other arthropod-borne viral fevers, NEC",Condition,KCD7,KCD7 code,,A93,2017-07-01,2099-12-31,
42484138,Oropouche virus disease,Condition,KCD7,KCD7 code,,A93.0,2017-07-01,2099-12-31,
42484139,Sandfly fever,Condition,KCD7,KCD7 code,,A93.1,2017-07-01,2099-12-31,
42484140,Colorado tick fever,Condition,KCD7,KCD7 code,,A93.2,2017-07-01,2099-12-31,
42484141,Other specified arthropod-borne viral fevers,Condition,KCD7,KCD7 code,,A93.8,2017-07-01,2099-12-31,
42484142,Severe fever with thrombocytopenia syndrome [SFTS],Condition,KCD7,KCD7 code,,A93.80,2017-07-01,2099-12-31,
42484143,Other specified arthropod-borne viral fevers,Condition,KCD7,KCD7 code,,A93.88,2017-07-01,2099-12-31,
42484144,Unspecified arthropod-borne viral fever,Condition,KCD7,KCD7 code,,A94,2017-07-01,2099-12-31,
42484145,Yellow fever,Condition,KCD7,KCD7 code,,A95,2017-07-01,2099-12-31,
42484146,Sylvatic yellow fever,Condition,KCD7,KCD7 code,,A95.0,2017-07-01,2099-12-31,
42484147,Urban yellow fever,Condition,KCD7,KCD7 code,,A95.1,2017-07-01,2099-12-31,
42484148,"Yellow fever, unspecified",Condition,KCD7,KCD7 code,,A95.9,2017-07-01,2099-12-31,
42484149,Arenaviral haemorrhagic fever,Condition,KCD7,KCD7 code,,A96,2017-07-01,2099-12-31,
42484150,Junin haemorrhagic fever,Condition,KCD7,KCD7 code,,A96.0,2017-07-01,2099-12-31,
42484151,Machupo haemorrhagic fever,Condition,KCD7,KCD7 code,,A96.1,2017-07-01,2099-12-31,
42484152,Lassa fever,Condition,KCD7,KCD7 code,,A96.2,2017-07-01,2099-12-31,
42484153,Other arenaviral haemorrhagic fever,Condition,KCD7,KCD7 code,,A96.8,2017-07-01,2099-12-31,
42484154,"Arenaviral haemorrhagic fever, unspecified",Condition,KCD7,KCD7 code,,A96.9,2017-07-01,2099-12-31,
42484155,Dengue,Condition,KCD7,KCD7 code,,A97,2017-07-01,2099-12-31,
42484156,Dengue without warning signs,Condition,KCD7,KCD7 code,,A97.0,2017-07-01,2099-12-31,
42484157,Dengue with warning signs,Condition,KCD7,KCD7 code,,A97.1,2017-07-01,2099-12-31,
42484158,Severe Dengue,Condition,KCD7,KCD7 code,,A97.2,2017-07-01,2099-12-31,
42484159,"Dengue, unspecified",Condition,KCD7,KCD7 code,,A97.9,2017-07-01,2099-12-31,
42484160,"Other viral haemorrhagic fevers, NEC",Condition,KCD7,KCD7 code,,A98,2017-07-01,2099-12-31,
42484161,Crimean-congo haemorrhagic fever,Condition,KCD7,KCD7 code,,A98.0,2017-07-01,2099-12-31,
42484162,Omsk haemorrhagic fever,Condition,KCD7,KCD7 code,,A98.1,2017-07-01,2099-12-31,
42484163,Kyasanur forest disease,Condition,KCD7,KCD7 code,,A98.2,2017-07-01,2099-12-31,
42484164,Marburg virus disease,Condition,KCD7,KCD7 code,,A98.3,2017-07-01,2099-12-31,
42484165,Ebola virus disease,Condition,KCD7,KCD7 code,,A98.4,2017-07-01,2099-12-31,
42484166,Haemorrhagic fever with renal syndrome,Condition,KCD7,KCD7 code,,A98.5,2017-07-01,2099-12-31,
42484167,Other specified viral haemorrhagic fevers,Condition,KCD7,KCD7 code,,A98.8,2017-07-01,2099-12-31,
42484168,Unspecified viral haemorrhagic fever,Condition,KCD7,KCD7 code,,A99,2017-07-01,2099-12-31,
42484169,Herpesviral [herpes simplex] infections,Condition,KCD7,KCD7 code,,B00,2017-07-01,2099-12-31,
42484170,Eczema herpeticum,Condition,KCD7,KCD7 code,,B00.0,2017-07-01,2099-12-31,
42484171,Herpesviral vesicular dermatitis,Condition,KCD7,KCD7 code,,B00.1,2017-07-01,2099-12-31,
42484172,Herpesviral gingivostomatitis and pharyngotonsillitis,Condition,KCD7,KCD7 code,,B00.2,2017-07-01,2099-12-31,
42484173,Herpesviral meningitis(G02.0*),Condition,KCD7,KCD7 code,,B00.3,2017-07-01,2099-12-31,
42484174,Herpesviral encephalitis(G05.1*),Condition,KCD7,KCD7 code,,B00.4,2017-07-01,2099-12-31,
42484175,Herpesviral ocular disease,Condition,KCD7,KCD7 code,,B00.5,2017-07-01,2099-12-31,
42484176,Iridocyclitis(H22.0*),Condition,KCD7,KCD7 code,,B00.50,2017-07-01,2099-12-31,
42484177,Keratitis(H19.1*),Condition,KCD7,KCD7 code,,B00.51,2017-07-01,2099-12-31,
42484178,Conjunctivitis(H13.1*),Condition,KCD7,KCD7 code,,B00.52,2017-07-01,2099-12-31,
42484179,Other herpesviral disease of eye,Condition,KCD7,KCD7 code,,B00.58,2017-07-01,2099-12-31,
42484180,Unspecified herpesviral disease of eye,Condition,KCD7,KCD7 code,,B00.59,2017-07-01,2099-12-31,
42484181,Disseminated herpesviral disease,Condition,KCD7,KCD7 code,,B00.7,2017-07-01,2099-12-31,
42484182,Other forms of herpesviral infection,Condition,KCD7,KCD7 code,,B00.8,2017-07-01,2099-12-31,
42484183,Herpesviral hepatitis(K77.0*),Condition,KCD7,KCD7 code,,B00.80,2017-07-01,2099-12-31,
42484184,Other herpesviral infection,Condition,KCD7,KCD7 code,,B00.88,2017-07-01,2099-12-31,
42484185,"Herpesviral infection, unspecified",Condition,KCD7,KCD7 code,,B00.9,2017-07-01,2099-12-31,
42484186,Varicella[chickenpox],Condition,KCD7,KCD7 code,,B01,2017-07-01,2099-12-31,
42484187,Varicella meningitis(G02.0*),Condition,KCD7,KCD7 code,,B01.0,2017-07-01,2099-12-31,
42484188,Varicella encephalitis(G05.1*),Condition,KCD7,KCD7 code,,B01.1,2017-07-01,2099-12-31,
42484189,Varicella pneumonia(J17.1*),Condition,KCD7,KCD7 code,,B01.2,2017-07-01,2099-12-31,
42484190,Varicella with other complications,Condition,KCD7,KCD7 code,,B01.8,2017-07-01,2099-12-31,
42484191,Varicella keratitis,Condition,KCD7,KCD7 code,,B01.80,2017-07-01,2099-12-31,
42484192,Other varicella complications,Condition,KCD7,KCD7 code,,B01.88,2017-07-01,2099-12-31,
42484193,Varicella without complication,Condition,KCD7,KCD7 code,,B01.9,2017-07-01,2099-12-31,
42484194,Zoster [herpes zoster],Condition,KCD7,KCD7 code,,B02,2017-07-01,2099-12-31,
42484195,Zoster encephalitis(G05.1*),Condition,KCD7,KCD7 code,,B02.0,2017-07-01,2099-12-31,
42484196,Zoster meningitis(G02.0*),Condition,KCD7,KCD7 code,,B02.1,2017-07-01,2099-12-31,
42484197,Zoster with other nervous system involvement,Condition,KCD7,KCD7 code,,B02.2,2017-07-01,2099-12-31,
42484198,Zoster ocular disease,Condition,KCD7,KCD7 code,,B02.3,2017-07-01,2099-12-31,
42484199,Disseminated zoster,Condition,KCD7,KCD7 code,,B02.7,2017-07-01,2099-12-31,
42484200,Zoster with other complications,Condition,KCD7,KCD7 code,,B02.8,2017-07-01,2099-12-31,
42484201,Zoster without complication,Condition,KCD7,KCD7 code,,B02.9,2017-07-01,2099-12-31,
42484202,Smallpox,Condition,KCD7,KCD7 code,,B03,2017-07-01,2099-12-31,
42484203,Monkeypox,Condition,KCD7,KCD7 code,,B04,2017-07-01,2099-12-31,
42484204,Measles,Condition,KCD7,KCD7 code,,B05,2017-07-01,2099-12-31,
42484205,Measles complicated by encephalitis(G05.1*),Condition,KCD7,KCD7 code,,B05.0,2017-07-01,2099-12-31,
42484206,Measles complicated by meningitis(G02.0*),Condition,KCD7,KCD7 code,,B05.1,2017-07-01,2099-12-31,
42484207,Measles complicated by pneumonia(J17.1*),Condition,KCD7,KCD7 code,,B05.2,2017-07-01,2099-12-31,
42484208,Measles complicated by otitis media(H67.1*),Condition,KCD7,KCD7 code,,B05.3,2017-07-01,2099-12-31,
42484209,Measles with intestinal complications,Condition,KCD7,KCD7 code,,B05.4,2017-07-01,2099-12-31,
42484210,Measles with other complications,Condition,KCD7,KCD7 code,,B05.8,2017-07-01,2099-12-31,
42484211,Measles without complication,Condition,KCD7,KCD7 code,,B05.9,2017-07-01,2099-12-31,
42484212,Rubella [German measles],Condition,KCD7,KCD7 code,,B06,2017-07-01,2099-12-31,
42484213,Rubella with neurological complications,Condition,KCD7,KCD7 code,,B06.0,2017-07-01,2099-12-31,
42484214,Rubella with other complications,Condition,KCD7,KCD7 code,,B06.8,2017-07-01,2099-12-31,
42484215,Rubella without complication,Condition,KCD7,KCD7 code,,B06.9,2017-07-01,2099-12-31,
42484216,Viral warts,Condition,KCD7,KCD7 code,,B07,2017-07-01,2099-12-31,
42484217,"Other viral infections characterized by skin and mucous membrane lesions, NEC",Condition,KCD7,KCD7 code,,B08,2017-07-01,2099-12-31,
42484218,Other orthopoxvirus infections,Condition,KCD7,KCD7 code,,B08.0,2017-07-01,2099-12-31,
42484219,Molluscum contagiosum,Condition,KCD7,KCD7 code,,B08.1,2017-07-01,2099-12-31,
42484220,Exanthema subitum [sixth disease],Condition,KCD7,KCD7 code,,B08.2,2017-07-01,2099-12-31,
42484221,Erythema infectiosum [fifth disease],Condition,KCD7,KCD7 code,,B08.3,2017-07-01,2099-12-31,
42484222,Enteroviral vesicular stomatitis with exanthem,Condition,KCD7,KCD7 code,,B08.4,2017-07-01,2099-12-31,
42484223,Enteroviral vesicular pharyngitis,Condition,KCD7,KCD7 code,,B08.5,2017-07-01,2099-12-31,
42484224,Other specified viral infections characterized by skin and mucous membrane lesions,Condition,KCD7,KCD7 code,,B08.8,2017-07-01,2099-12-31,
42484225,Unspecified viral infection characterized by skin and mucous membrane lesions,Condition,KCD7,KCD7 code,,B09,2017-07-01,2099-12-31,
42484226,Acute hepatitis A,Condition,KCD7,KCD7 code,,B15,2017-07-01,2099-12-31,
42484227,Hepatitis A with hepatic coma,Condition,KCD7,KCD7 code,,B15.0,2017-07-01,2099-12-31,
42484228,Hepatitis A without hepatic coma,Condition,KCD7,KCD7 code,,B15.9,2017-07-01,2099-12-31,
42484229,Acute hepatitis B,Condition,KCD7,KCD7 code,,B16,2017-07-01,2099-12-31,
42484230,Acute hepatitis B with delta-agent(coinfection) with hepatic coma,Condition,KCD7,KCD7 code,,B16.0,2017-07-01,2099-12-31,
42484231,Acute hepatitis B with delta-agent(coinfection) without hepatic coma,Condition,KCD7,KCD7 code,,B16.1,2017-07-01,2099-12-31,
42484232,Acute hepatitis B without delta- agent with hepatic coma,Condition,KCD7,KCD7 code,,B16.2,2017-07-01,2099-12-31,
42484233,Acute hepatitis B without delta- agent and without hepatic coma,Condition,KCD7,KCD7 code,,B16.9,2017-07-01,2099-12-31,
42484234,Other acute viral hepatitis,Condition,KCD7,KCD7 code,,B17,2017-07-01,2099-12-31,
42484235,Acute delta-(super)infection of hepatitis B carrier,Condition,KCD7,KCD7 code,,B17.0,2017-07-01,2099-12-31,
42484236,Acute hepatitis C,Condition,KCD7,KCD7 code,,B17.1,2017-07-01,2099-12-31,
42484237,Acute hepatitis E,Condition,KCD7,KCD7 code,,B17.2,2017-07-01,2099-12-31,
42484238,Other specified acute viral hepatitis,Condition,KCD7,KCD7 code,,B17.8,2017-07-01,2099-12-31,
42484239,"Acute viral hepatitis, unspecified",Condition,KCD7,KCD7 code,,B17.9,2017-07-01,2099-12-31,
42484240,Chronic viral hepatitis,Condition,KCD7,KCD7 code,,B18,2017-07-01,2099-12-31,
42484241,Chronic viral hepatitis B with delta- agent,Condition,KCD7,KCD7 code,,B18.0,2017-07-01,2099-12-31,
42484242,Chronic viral hepatitis B without delta- agent,Condition,KCD7,KCD7 code,,B18.1,2017-07-01,2099-12-31,
42484243,Chronic viral hepatitis B without delta- agent,Condition,KCD7,KCD7 code,,B18.10,2017-07-01,2099-12-31,
42484244,Immune tolerance of chronic viral hepatitis B,Condition,KCD7,KCD7 code,,B18.18,2017-07-01,2099-12-31,
42484245,Chronic viral hepatitis C,Condition,KCD7,KCD7 code,,B18.2,2017-07-01,2099-12-31,
42484246,Other chronic viral hepatitis,Condition,KCD7,KCD7 code,,B18.8,2017-07-01,2099-12-31,
42484247,"Chronic viral hepatitis, unspecified",Condition,KCD7,KCD7 code,,B18.9,2017-07-01,2099-12-31,
42484248,Unspecified viral hepatitis,Condition,KCD7,KCD7 code,,B19,2017-07-01,2099-12-31,
42484249,Unspecified viral hepatitis with hepatic coma,Condition,KCD7,KCD7 code,,B19.0,2017-07-01,2099-12-31,
42484250,Unspecified viral hepatitis without hepatic coma,Condition,KCD7,KCD7 code,,B19.9,2017-07-01,2099-12-31,
42484251,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,Condition,KCD7,KCD7 code,,B20,2017-07-01,2099-12-31,
42484252,HIV disease resulting in mycobacterial infection,Condition,KCD7,KCD7 code,,B20.0,2017-07-01,2099-12-31,
42484253,HIV disease resulting in other bacterial infections,Condition,KCD7,KCD7 code,,B20.1,2017-07-01,2099-12-31,
42484254,HIV disease resulting in cytomegaloviral disease,Condition,KCD7,KCD7 code,,B20.2,2017-07-01,2099-12-31,
42484255,HIV disease resulting in other viral infections,Condition,KCD7,KCD7 code,,B20.3,2017-07-01,2099-12-31,
42484256,HIV disease resulting in candidiasis,Condition,KCD7,KCD7 code,,B20.4,2017-07-01,2099-12-31,
42484257,HIV disease resulting in other mycoses,Condition,KCD7,KCD7 code,,B20.5,2017-07-01,2099-12-31,
42484258,HIV disease resulting in Pneumocystis jirovecii pneumonia,Condition,KCD7,KCD7 code,,B20.6,2017-07-01,2099-12-31,
42484259,HIV disease resulting in multiple infections,Condition,KCD7,KCD7 code,,B20.7,2017-07-01,2099-12-31,
42484260,HIV disease resulting in other infectious and parasitic diseases,Condition,KCD7,KCD7 code,,B20.8,2017-07-01,2099-12-31,
42484261,HIV disease resulting in unspecified infectious or parasitic disease,Condition,KCD7,KCD7 code,,B20.9,2017-07-01,2099-12-31,
42484262,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms,Condition,KCD7,KCD7 code,,B21,2017-07-01,2099-12-31,
42484263,HIV disease resulting in Kaposi’s sarcoma,Condition,KCD7,KCD7 code,,B21.0,2017-07-01,2099-12-31,
42484264,HIV disease resulting in Burkitt lymphoma,Condition,KCD7,KCD7 code,,B21.1,2017-07-01,2099-12-31,
42484265,HIV disease resulting in other types of non-Hodgkin lymphoma,Condition,KCD7,KCD7 code,,B21.2,2017-07-01,2099-12-31,
42484266,"HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue",Condition,KCD7,KCD7 code,,B21.3,2017-07-01,2099-12-31,
42484267,HIV disease resulting in multiple malignant neoplasms,Condition,KCD7,KCD7 code,,B21.7,2017-07-01,2099-12-31,
42484268,HIV disease resulting in other malignant neoplasms,Condition,KCD7,KCD7 code,,B21.8,2017-07-01,2099-12-31,
42484269,HIV disease resulting in unspecified malignant neoplasm,Condition,KCD7,KCD7 code,,B21.9,2017-07-01,2099-12-31,
42484270,Human immunodeficiency virus [HIV] disease resulting in other specified diseases,Condition,KCD7,KCD7 code,,B22,2017-07-01,2099-12-31,
42484271,HIV disease resulting in encephalopathy,Condition,KCD7,KCD7 code,,B22.0,2017-07-01,2099-12-31,
42484272,HIV disease resulting in lymphoid interstitial pneumonitis,Condition,KCD7,KCD7 code,,B22.1,2017-07-01,2099-12-31,
42484273,HIV disease resulting in wasting syndrome,Condition,KCD7,KCD7 code,,B22.2,2017-07-01,2099-12-31,
42484274,HIV disease resulting in multiple diseases classified elsewhere,Condition,KCD7,KCD7 code,,B22.7,2017-07-01,2099-12-31,
42484275,Human immunodeficiency virus [HIV] disease resulting in other conditions,Condition,KCD7,KCD7 code,,B23,2017-07-01,2099-12-31,
42484276,Acute HIV infection syndrome,Condition,KCD7,KCD7 code,,B23.0,2017-07-01,2099-12-31,
42484277,HIV disease resulting in (persistent) generalized lymphadenopathy,Condition,KCD7,KCD7 code,,B23.1,2017-07-01,2099-12-31,
42484278,"HIV disease resulting in haematological and immunological abnormalities, NEC",Condition,KCD7,KCD7 code,,B23.2,2017-07-01,2099-12-31,
42484279,HIV disease resulting in other specified conditions,Condition,KCD7,KCD7 code,,B23.8,2017-07-01,2099-12-31,
42484280,Unspecified human immunodeficiency virus [HIV] disease,Condition,KCD7,KCD7 code,,B24,2017-07-01,2099-12-31,
42484281,Cytomegaloviral disease,Condition,KCD7,KCD7 code,,B25,2017-07-01,2099-12-31,
42484282,Cytomegaloviral pneumonitis(J17.1*),Condition,KCD7,KCD7 code,,B25.0,2017-07-01,2099-12-31,
42484283,Cytomegaloviral hepatitis(K77.0*),Condition,KCD7,KCD7 code,,B25.1,2017-07-01,2099-12-31,
42484284,Cytomegaloviral pancreatitis(K87.1*),Condition,KCD7,KCD7 code,,B25.2,2017-07-01,2099-12-31,
42484285,Other cytomegaloviral diseases,Condition,KCD7,KCD7 code,,B25.8,2017-07-01,2099-12-31,
42484286,"Cytomegaloviral disease, unspecified",Condition,KCD7,KCD7 code,,B25.9,2017-07-01,2099-12-31,
42484287,Mumps,Condition,KCD7,KCD7 code,,B26,2017-07-01,2099-12-31,
42484288,Mumps orchitis(N51.1*),Condition,KCD7,KCD7 code,,B26.0,2017-07-01,2099-12-31,
42484289,Mumps meningitis(G02.0*),Condition,KCD7,KCD7 code,,B26.1,2017-07-01,2099-12-31,
42484290,Mumps encephalitis(G05.1*),Condition,KCD7,KCD7 code,,B26.2,2017-07-01,2099-12-31,
42484291,Mumps pancreatitis(K87.1*),Condition,KCD7,KCD7 code,,B26.3,2017-07-01,2099-12-31,
42484292,Mumps with other complication,Condition,KCD7,KCD7 code,,B26.8,2017-07-01,2099-12-31,
42484293,Mumps without complication,Condition,KCD7,KCD7 code,,B26.9,2017-07-01,2099-12-31,
42484294,Infectious mononucleosis,Condition,KCD7,KCD7 code,,B27,2017-07-01,2099-12-31,
42484295,Gammaherpesviral mononucleosis,Condition,KCD7,KCD7 code,,B27.0,2017-07-01,2099-12-31,
42484296,Cytomegaloviral mononucleosis,Condition,KCD7,KCD7 code,,B27.1,2017-07-01,2099-12-31,
42484297,Other infectious mononucleosis,Condition,KCD7,KCD7 code,,B27.8,2017-07-01,2099-12-31,
42484298,"Infectious mononucleosis, unspecified",Condition,KCD7,KCD7 code,,B27.9,2017-07-01,2099-12-31,
42484299,Viral conjunctivitis,Condition,KCD7,KCD7 code,,B30,2017-07-01,2099-12-31,
42484300,Keratoconjunctivitis due to adenovirus(H19.2*),Condition,KCD7,KCD7 code,,B30.0,2017-07-01,2099-12-31,
42484301,Conjunctivitis due to adenovirus(H13.1*),Condition,KCD7,KCD7 code,,B30.1,2017-07-01,2099-12-31,
42484302,Viral pharyngoconjunctivitis,Condition,KCD7,KCD7 code,,B30.2,2017-07-01,2099-12-31,
42484303,Acute epidemic haemorrhagic conjunctivitis (enteroviral)(H13.1*),Condition,KCD7,KCD7 code,,B30.3,2017-07-01,2099-12-31,
42484304,Other viral conjunctivitis(H13.1*),Condition,KCD7,KCD7 code,,B30.8,2017-07-01,2099-12-31,
42484305,"Viral conjunctivitis, unspecified",Condition,KCD7,KCD7 code,,B30.9,2017-07-01,2099-12-31,
42484306,"Other viral diseases, NEC",Condition,KCD7,KCD7 code,,B33,2017-07-01,2099-12-31,
42484307,Epidemic myalgia,Condition,KCD7,KCD7 code,,B33.0,2017-07-01,2099-12-31,
42484308,Ross River disease,Condition,KCD7,KCD7 code,,B33.1,2017-07-01,2099-12-31,
42484309,Viral carditis,Condition,KCD7,KCD7 code,,B33.2,2017-07-01,2099-12-31,
42484310,"Retrovirus infections, NEC",Condition,KCD7,KCD7 code,,B33.3,2017-07-01,2099-12-31,
42484311,Other specified viral diseases,Condition,KCD7,KCD7 code,,B33.8,2017-07-01,2099-12-31,
42484312,Viral infection of unspecified site,Condition,KCD7,KCD7 code,,B34,2017-07-01,2099-12-31,
42484313,"Adenovirus infection, unspecified site",Condition,KCD7,KCD7 code,,B34.0,2017-07-01,2099-12-31,
42484314,"Enterovirus infection, unspecified site",Condition,KCD7,KCD7 code,,B34.1,2017-07-01,2099-12-31,
42484315,"Coronavirus infection, unspecified site",Condition,KCD7,KCD7 code,,B34.2,2017-07-01,2099-12-31,
42484316,"Parvovirus infection, unspecified site",Condition,KCD7,KCD7 code,,B34.3,2017-07-01,2099-12-31,
42484317,"Papovavirus infection, unspecified site",Condition,KCD7,KCD7 code,,B34.4,2017-07-01,2099-12-31,
42484318,Other viral infections of unspecified site,Condition,KCD7,KCD7 code,,B34.8,2017-07-01,2099-12-31,
42484319,"Viral infection, unspecified",Condition,KCD7,KCD7 code,,B34.9,2017-07-01,2099-12-31,
42484320,Dermatophytosis,Condition,KCD7,KCD7 code,,B35,2017-07-01,2099-12-31,
42484321,Tinea barbae and tinea capitis,Condition,KCD7,KCD7 code,,B35.0,2017-07-01,2099-12-31,
42484322,Tinea unguium,Condition,KCD7,KCD7 code,,B35.1,2017-07-01,2099-12-31,
42484323,Tinea manuum,Condition,KCD7,KCD7 code,,B35.2,2017-07-01,2099-12-31,
42484324,Tinea pedis,Condition,KCD7,KCD7 code,,B35.3,2017-07-01,2099-12-31,
42484325,Tinea corporis,Condition,KCD7,KCD7 code,,B35.4,2017-07-01,2099-12-31,
42484326,Tinea imbricata,Condition,KCD7,KCD7 code,,B35.5,2017-07-01,2099-12-31,
42484327,Tinea inguinalis [Tinea cruris],Condition,KCD7,KCD7 code,,B35.6,2017-07-01,2099-12-31,
42484328,Other dermatophytoses,Condition,KCD7,KCD7 code,,B35.8,2017-07-01,2099-12-31,
42484329,"Dermatophytosis, unspecified",Condition,KCD7,KCD7 code,,B35.9,2017-07-01,2099-12-31,
42484330,Other superficial mycoses,Condition,KCD7,KCD7 code,,B36,2017-07-01,2099-12-31,
42484331,Pityriasis versicolor,Condition,KCD7,KCD7 code,,B36.0,2017-07-01,2099-12-31,
42484332,Tinea nigra,Condition,KCD7,KCD7 code,,B36.1,2017-07-01,2099-12-31,
42484333,White piedra,Condition,KCD7,KCD7 code,,B36.2,2017-07-01,2099-12-31,
42484334,Black piedra,Condition,KCD7,KCD7 code,,B36.3,2017-07-01,2099-12-31,
42484335,Other specified superficial mycoses,Condition,KCD7,KCD7 code,,B36.8,2017-07-01,2099-12-31,
42484336,"Superficial mycosis, unspecified",Condition,KCD7,KCD7 code,,B36.9,2017-07-01,2099-12-31,
42484337,Candidiasis,Condition,KCD7,KCD7 code,,B37,2017-07-01,2099-12-31,
42484338,Candidal stomatitis,Condition,KCD7,KCD7 code,,B37.0,2017-07-01,2099-12-31,
42484339,Pulmonary candidiasis,Condition,KCD7,KCD7 code,,B37.1,2017-07-01,2099-12-31,
42484340,Candidiasis of skin and nail,Condition,KCD7,KCD7 code,,B37.2,2017-07-01,2099-12-31,
42484341,Candidiasis of vulva and vagina(N77.1*),Condition,KCD7,KCD7 code,,B37.3,2017-07-01,2099-12-31,
42484342,Candidiasis of other urogenital sites,Condition,KCD7,KCD7 code,,B37.4,2017-07-01,2099-12-31,
42484343,Candidal cystitis and urethritis(N37.0*),Condition,KCD7,KCD7 code,,B37.40,2017-07-01,2099-12-31,
42484344,Candidal balanitis(N51.2*),Condition,KCD7,KCD7 code,,B37.41,2017-07-01,2099-12-31,
42484345,Other urogenital candidiasis,Condition,KCD7,KCD7 code,,B37.48,2017-07-01,2099-12-31,
42484346,Candidal meningitis(G02.1*),Condition,KCD7,KCD7 code,,B37.5,2017-07-01,2099-12-31,
42484347,Candidal endocarditis(I39.8*),Condition,KCD7,KCD7 code,,B37.6,2017-07-01,2099-12-31,
42484348,Candidal sepsis,Condition,KCD7,KCD7 code,,B37.7,2017-07-01,2099-12-31,
42484349,Candidiasis of other sites,Condition,KCD7,KCD7 code,,B37.8,2017-07-01,2099-12-31,
42484350,Candidal esophagitis,Condition,KCD7,KCD7 code,,B37.80,2017-07-01,2099-12-31,
42484351,Candidal enteritis,Condition,KCD7,KCD7 code,,B37.81,2017-07-01,2099-12-31,
42484352,Candidal cheilitis,Condition,KCD7,KCD7 code,,B37.82,2017-07-01,2099-12-31,
42484353,Candidal otitis externa(H62.2*),Condition,KCD7,KCD7 code,,B37.83,2017-07-01,2099-12-31,
42484354,Other sites of candidiasis,Condition,KCD7,KCD7 code,,B37.88,2017-07-01,2099-12-31,
42484355,"Candidiasis, unspecified",Condition,KCD7,KCD7 code,,B37.9,2017-07-01,2099-12-31,
